what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574235063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574251593
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433574253582
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574253582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574262863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574359113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1433574365623
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433574381905
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433574384168
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433574385546
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574385653
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574385677
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433574388760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574389743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574413671
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433574415492
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574415492
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433574420840
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433574421703
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433574424745
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574424867
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574424890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433574426560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574427166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574458343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574458776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574458839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574460038
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574461823
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574462013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574462552
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1433574463958
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433574465145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433574478936
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433574480556
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433574482074
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574482180
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574482207
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433574484296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574484774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574495767
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433574497645
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574497645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574510613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574518703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574528710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574529735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574534341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574538735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574539013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574553126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574555805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574587855
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574594949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574600118
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1433574600649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433574605064
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433574610202
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433574612088
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574612207
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574612232
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433574613592
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574614277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574627952
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433574629498
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574629498
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574630372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574633157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574642670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433574649998
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433574652079
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433574653320
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574653450
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574653473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433574654974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574655884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574675182
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433574677449
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574677450
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433574686398
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433574687206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574688110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574689490
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433574691944
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574692055
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574692078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433574694167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574694972
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574704958
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433574706774
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574706774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574714484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574715832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574722408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433574729774
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574731276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574732839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574734404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574742038
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433574743029
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433574744559
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574744793
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574744817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574745563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574747917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433574749302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574749812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574772885
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433574774605
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574774605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574783579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574795629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574802323
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574817349
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433574825447
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433574828741
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433574830039
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574830148
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574830172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433574831405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574832067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433574854596
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433574858441
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574858441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433574889775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1433574892625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433574902055
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433574905163
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433574906671
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574906789
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433574906812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433574908397
