what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433563504395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563504433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563505767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563507678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563529759
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433563531661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563532350
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563570495
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433563577311
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433563577311
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433563577790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563579814
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563595943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563598006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563599286
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563600207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563606111
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433563607778
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433563609101
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433563609188
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433563609241
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563612334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563614815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563616563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563616901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433563617572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433563617753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563618405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563639559
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433563641303
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433563641304
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563663309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563675534
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1433563719603
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1433563721028
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1433563722674
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433563722842
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1433563722895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1433563725876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563726505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1433563736294
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1433563737885
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1433563739278
